"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","url","categoryName"
"Blachotrapez, s.r.o.","4.6","21","Novozámocká 89","Ivanka pri Nitre",,"SK","https://www.blachotrapez.sk/","+421 911 950 263","Obchod so strešnými potrebami",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Blachotrapez%2C%20s.r.o.&query_place_id=ChIJXQ4Y5jsWa0cRBldGtm-VGFw","Obchod so strešnými potrebami"
"Blach Stav s.r.o. 🏠 | Strešné centrum |","4.7","56","Bratislavská 195/79","Pezinok",,"SK","http://www.blachstav.sk/","+421 948 484 118","Stavebniny","Obchod so strešnými potrebami",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Blach%20Stav%20s.r.o.%20%F0%9F%8F%A0%20%7C%20Stre%C5%A1n%C3%A9%20centrum%20%7C&query_place_id=ChIJ60xTWuqQbEcRYIq2PkuKn6M","Stavebniny"
"Ľahké strešné krytiny ROVA - LINDAB","3.7","3","Novozámocká 67","Horné Krškany, Nitra",,"SK","https://www.stresnekrytiny.sk/","+421 37/658 48 31","Obchod so strešnými potrebami",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=%C4%BDahk%C3%A9%20stre%C5%A1n%C3%A9%20krytiny%20ROVA%20-%20LINDAB&query_place_id=ChIJ4z4h5mk-a0cRel9evEMDGNI","Obchod so strešnými potrebami"
"Strechy Mészároš","4.2","5","Mochovská cesta","Kalnica, Kalná nad Hronom",,"SK","https://www.strechy-levice.sk/","+421 918 249 832","Obchod so strešnými potrebami",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Strechy%20M%C3%A9sz%C3%A1ro%C5%A1&query_place_id=ChIJm5AtgEPeakcR0RM88G8PY_U","Obchod so strešnými potrebami"
"TÉTTO STRECHA spol. s.r.o.","5","2","Šurianska 10311/44A","Nové Zámky",,"SK",,"+421 905 915 923","Stavebniny",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=T%C3%89TTO%20STRECHA%20spol.%20s.r.o.&query_place_id=ChIJqzoLi_cDa0cRoWUGpIlYnaI","Stavebniny"
"STRECHY BRATH s.r.o.","4.5","27","Zlatomoravecká 995 2","Chrenová, Nitra",,"SK","https://www.strechybrath.sk/","+421 940 614 006","Obchod so strešnými potrebami","Stavebniny","Konštrukcia striech","Dodávateľ strešných okien",,,,,,,"https://www.google.com/maps/search/?api=1&query=STRECHY%20BRATH%20s.r.o.&query_place_id=ChIJY-A_G8g-a0cRzEGbuBAdCzk","Obchod so strešnými potrebami"
"BigMat MEDOP","4.7","63","Novozámocká 128","Dolné Krškany, Nitra",,"SK","http://zastresime.sk/","+421 37/654 12 41","Dodávateľ stavebných materiálov",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=BigMat%20MEDOP&query_place_id=ChIJyZpmjGs-a0cRiHiFIx6GuQQ","Dodávateľ stavebných materiálov"
"STRECHANET s.r.o.","4.8","122","Zvolenská 603/90A","Vígľaš",,"SK","https://www.strechanet.sk/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing","+421 911 300 660","Stavebniny","Obchod so strešnými potrebami",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=STRECHANET%20s.r.o.&query_place_id=ChIJf6S2iaSPbEcRxMVUOmO8ubw","Stavebniny"
"Strechy Košice, s.r.o.","4.8","68","Slnečnicová 8","Lorinčík",,"SK","http://www.strechykosice.sk/","+421 902 177 963","Konštrukcia striech",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Strechy%20Ko%C5%A1ice%2C%20s.r.o.&query_place_id=ChIJrXeWLMwfP0cR6jNVGEXJVkk","Konštrukcia striech"
"Oprava Strechy","5","4","Nerudova 1","Bratislava",,"SK","https://bruyo.sk/","+421 903 460 595","Firemná kancelária",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Oprava%20Strechy&query_place_id=ChIJdUZLxtiObEcR2uCqjWbp3RA","Firemná kancelária"
"SEDIR s.r.o. - Stavba drevených konštrukcií","5","3","Považská 40","Pri Bani, Nové Zámky",,"SK","https://sedir.sk/","+421 948 743 653","Konštrukcia striech","Dodávateľ izolácie","Stavebná firma",,,,,,,,"https://www.google.com/maps/search/?api=1&query=SEDIR%20s.r.o.%20-%20Stavba%20dreven%C3%BDch%20kon%C5%A1trukci%C3%AD&query_place_id=ChIJN6sLKLQGa0cRGJFtIso94Ms","Konštrukcia striech"
"Oprava plochej strechy - HINDICKÝ HYDROIZOLÁCIE s.r.o.","4.8","8","Družstevná 1","Šurany",,"SK","http://www.hindickyhydroizolacie.sk/","+421 918 755 069","Stavebné služby",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Oprava%20plochej%20strechy%20-%20HINDICK%C3%9D%20HYDROIZOL%C3%81CIE%20s.r.o.&query_place_id=ChIJaX3p9Twba0cRd9MIuV-Uv9k","Stavebné služby"
"Strechy Spiš","4.9","79","Lipová 19","Spišská Nová Ves-Tarča",,"SK","https://www.strechy-spis.sk/","+421 902 194 644","Konštrukcia striech","Stavebná firma",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Strechy%20Spi%C5%A1&query_place_id=ChIJKYD-D5OOQ2QRNaRwv4QtBbc","Konštrukcia striech"
"StrechySC s.r.o.","4.7","14","Bratislavská 1188/3","Senec",,"SK","http://www.strechysc.sk/","+421 908 186 129","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=StrechySC%20s.r.o.&query_place_id=ChIJD0ObmpScbEcRHnWk1tQBaQI","Stavebná firma"
"Renovacia striech s.r.o.","5","8","Patrónska","Spišská Teplica",,"SK","https://www.renovaciastriech.sk/","+421 944 223 735","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Renovacia%20striech%20s.r.o.&query_place_id=ChIJXwTOCO46PkcR8FCnqK4w8A0","Stavebná firma"
"Obnova striech","4.6","5","Soblahov 589, Soblahov","Soblahov",,"SK","http://www.obnovastriech.sk/","+421 911 996 127","Renovátor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Obnova%20striech&query_place_id=ChIJm_nUP0ejFEcRVDfcP6LLABU","Renovátor"
"Strechstav a píla s.r.o.","5","11","Čučma 244, Čučma","Čučma",,"SK","http://www.strechyrv.sk/","+421 915 876 137","Konštrukcia striech",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Strechstav%20a%20p%C3%ADla%20s.r.o.&query_place_id=ChIJ4S9bjqavP0cRarJ_oTNxzKk","Konštrukcia striech"
"Strechy Okoč - ARRI s.r.o.","4.5","69","Budovateľská 890/20","Okoč",,"SK","https://www.strechyokoc.sk/","+421 905 746 124","Obchod",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Strechy%20Oko%C4%8D%20-%20ARRI%20s.r.o.&query_place_id=ChIJxTVeiyqia0cRL8dZ_--oWDE","Obchod"
"Takács – izolácia plochých striech","5","4","Považská 5584","Pri Bani, Nové Zámky",,"SK","http://izolacieplochychstriech.sk/kontakt/","+421 948 392 910","Dodávateľ",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Tak%C3%A1cs%20%E2%80%93%20izol%C3%A1cia%20ploch%C3%BDch%20striech&query_place_id=ChIJ_abtxxoEa0cRdyRX82SmREs","Dodávateľ"
"Krovy na mieru s.r.o.","4.9","25","Kajal 152, Kajal","Kajal",,"SK","http://www.ga-krovy.sk/","+421 905 280 185","Obchod so strešnými potrebami",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Krovy%20na%20mieru%20s.r.o.&query_place_id=ChIJQYHMQotua0cRSbUACp2lZPw","Obchod so strešnými potrebami"
"HAGARA – JULINEK","4.7","9","Gúgska 136","Nové Zámky",,"SK","https://h-j.sk/kontakt/","+421 948 788 384","Stavebniny",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=HAGARA%20%E2%80%93%20JULINEK&query_place_id=ChIJERA83r8Ga0cRidE8BN-Ti0M","Stavebniny"
"KONTRAKTING KROV HROU s.r.o.","4.8","18","Dolné Rudiny 1","Žilina",,"SK","https://kontrakting.sk/","+421 907 725 522","Staviteľ zrubových domov","Stavebná firma","Stavebný inžinier","Projektantské služby","Staviteľ montovaných domov",,,,,,"https://www.google.com/maps/search/?api=1&query=KONTRAKTING%20KROV%20HROU%20s.r.o.&query_place_id=ChIJK_JVBKNeFEcRa53wpO-YeOc","Staviteľ zrubových domov"
"TECTUM NOVUM, a.s.","4.8","20","Zemné 1195, Zemné","Zemné",,"SK","https://www.tectum.sk/","+421 905 318 034","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=TECTUM%20NOVUM%2C%20a.s.&query_place_id=ChIJ______gIa0cRAwQwTb0TA-c","Stavebná firma"
"KON-Truss s.r.o. - WOLF System s.r.o.","4.2","45","Šalská 744","Galanta",,"SK","https://www.kon-truss.sk/","+421 911 772 643","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=KON-Truss%20s.r.o.%20-%20WOLF%20System%20s.r.o.&query_place_id=ChIJt2ju3HVva0cRRuXD2mpR_qY","Stavebná firma"
"BigMat MEDOP - výroba väzníkových konštrukcí","5","3","Rastislavova 12","Mlynárce, Lužianky",,"SK","http://www.vyrobavaznikov.sk/","+421 905 792 957","Výrobca",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=BigMat%20MEDOP%20-%20v%C3%BDroba%20v%C3%A4zn%C3%ADkov%C3%BDch%20kon%C5%A1trukc%C3%AD&query_place_id=ChIJFcsN5Po_a0cR5B7-PXAloI4","Výrobca"
"Techwood s.r.o. - Krovy, strechy - výroba","5","6","Na Stráni 122","Žilinská Lehota, Žilina",,"SK","https://www.techwood.sk/","+421 948 381 081","Výrobca nosníkov","Pracovník s drevom",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Techwood%20s.r.o.%20-%20Krovy%2C%20strechy%20-%20v%C3%BDroba&query_place_id=ChIJFzCTt91dFEcReVR9PL0sSL0","Výrobca nosníkov"
"KONTRAKTING KROV HROU, s.r.o.","4.5","6","Priemyselná zóna, Okoličné","Liptovský Mikuláš",,"SK",,,,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=KONTRAKTING%20KROV%20HROU%2C%20s.r.o.&query_place_id=ChIJsUY1PWedFUcRSnqmiJk_nho",
"KROVY s.r.o.","5","1","Záhradná 1425","Lukavica",,"SK","http://www.krovy.sk/","+421 905 417 868","Konštrukcia striech",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=KROVY%20s.r.o.&query_place_id=ChIJVebZCqs4FUcRpfftLf5ItnI","Konštrukcia striech"
"abývame s.r.o.",,,,,,,,"+421 948 857 794","Stavby rodinných domov","Service establishment",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=ab%C3%BDvame%20s.r.o.&query_place_id=ChIJA_cE6ENBa0cRwS2DxliB1TA","Stavby rodinných domov"
"Krovy Velebný","4.6","8","Lokalita Nový Dvor 552","Kuchyňa",,"SK","http://www.krovyvelebny.sk/","+421 905 529 737","Píla",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Krovy%20Velebn%C3%BD&query_place_id=ChIJuep8oEKVbEcRKNIUZcdzx4I","Píla"
"Väznikové krovy, väznikové strechy Prešov","5","4","K Surdoku 9","Prešov",,"SK",,"+421 918 051 630","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=V%C3%A4znikov%C3%A9%20krovy%2C%20v%C3%A4znikov%C3%A9%20strechy%20Pre%C5%A1ov&query_place_id=ChIJa_k4wzXtPkcRYZ6kKexsec4","Stavebná firma"
"Trusstek s. r.o.","5","4","Hlavné námestie 27/7","Rimavská Sobota",,"SK","http://trusstek.sk/","+421 911 216 118","Konštrukcia striech",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Trusstek%20s.%20r.o.&query_place_id=ChIJy-LI9SyNP0cR7gY92VmABeU","Konštrukcia striech"
"TopWood, s.r.o. - výroba krovov a stavebného reziva","3.7","6","Nitrianska 13","Pata",,"SK","https://www.topwood.sk/","+421 905 391 105","Spracovateľ stavebného dreva",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=TopWood%2C%20s.r.o.%20-%20v%C3%BDroba%20krovov%20a%20stavebn%C3%A9ho%20reziva&query_place_id=ChIJ45Hkn75na0cRk3-JQsl-9pM","Spracovateľ stavebného dreva"
"KROV-STAV Pila Varin","5","2","583","Koňhora, Varín",,"SK",,"+421 905 695 521","Píla",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=KROV-STAV%20Pila%20Varin&query_place_id=ChIJIVmHMqdQFEcRAPupix_a60I","Píla"
"KASPER SK s.r.o.","4.9","70","Železničná 56","Senec",,"SK","http://vaznikykasper.sk/","+421 948 258 382","Výrobca nosníkov",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=KASPER%20SK%20s.r.o.&query_place_id=ChIJZfvNL3-dbEcRc8-e_riaD14","Výrobca nosníkov"
"PorTec","5","4","Veličná 1094, Veličná","Veličná",,"SK","https://portec.sk/","+421 905 722 430","Výrobca",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=PorTec&query_place_id=ChIJqx6239exFUcRxjcJS5h6sxw","Výrobca"
"Roofing, s.r.o. Klampiarske práce","5","4","Veličná 1094","Veličná",,"SK","http://www.roofing.sk/","+421 948 522 141","Remeslá",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Roofing%2C%20s.r.o.%20Klampiarske%20pr%C3%A1ce&query_place_id=ChIJZVW8XkCxFUcRpUEePkf3Em8","Remeslá"
"Roofing, s.r.o. strešné centrum","4.8","29","Veličná 1094","Veličná",,"SK","http://www.vsetkoprestrechu.sk/","+421 948 522 141","Stavebniny","Stavebná firma",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Roofing%2C%20s.r.o.%20stre%C5%A1n%C3%A9%20centrum&query_place_id=ChIJgxO0fNexFUcRyzElqU_6nLY","Stavebniny"
"SKP Plus, Potošňák Štefan","5","29","Medená 12","Košice",,"SK","http://klampiar.eu/","+421 55/678 36 39","Dodávateľ plechov",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=SKP%20Plus%2C%20Poto%C5%A1%C5%88%C3%A1k%20%C5%A0tefan&query_place_id=ChIJE4ZoywwgP0cRWIXkZr1VOJE","Dodávateľ plechov"
"HAKLNER klampiarstvo","4.8","13","Kráľová nad Váhom 150","Kráľová nad Váhom",,"SK","http://www.haklner.sk/","+421 908 857 707","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=HAKLNER%20klampiarstvo&query_place_id=ChIJrRCw6rNta0cRLAnAOhEG08Y","Stavebná firma"
"Izol L&M","5","7","Okružná","Koš",,"SK","https://izollm.sk/","+421 949 373 175","Dodávateľ plechov",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Izol%20L%26M&query_place_id=ChIJV8VP5qPbFEcRkdoeWaBlNSY","Dodávateľ plechov"
"Imrex Holding s.r.o.","4.6","18","Podjazdová 9","Priemyselný obvod, Prievidza",,"SK","http://www.imrex.sk/","+421 903 801 690","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Imrex%20Holding%20s.r.o.&query_place_id=ChIJAzCAs_TcFEcR-s2j0A5IjRw","Stavebná firma"
"Strechy Orava s.r.o","4","3","Ružová 1190/5","Rabča",,"SK","https://www.facebook.com/profile.php?id=100065239322185","+421 908 223 867","Konštrukcia striech",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Strechy%20Orava%20s.r.o&query_place_id=ChIJqXoHCFnOFUcRMxCTzz_vlSA","Konštrukcia striech"
"Zoltán Molnár - IZOLI s.r.o.","4.8","4","Hospodárska 2266","Veča, Šaľa",,"SK","http://www.izoli.sk/","+421 31/771 51 82","Dodávateľ izolácie",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Zolt%C3%A1n%20Moln%C3%A1r%20-%20IZOLI%20s.r.o.&query_place_id=ChIJIRM6luVsa0cRZiMhTQ5-Vck","Dodávateľ izolácie"
"Jozef Poništ – STREŠNÉ CENTRUM","5","3","Veľké Dvorany 198, Veľké Dvorany","Veľké Dvorany",,"SK","https://www.ponist.sk/","+421 904 886 934","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Jozef%20Poni%C5%A1t%20%E2%80%93%20STRE%C5%A0N%C3%89%20CENTRUM&query_place_id=ChIJU1LhKxZNa0cRXKRmGiCI_Ww","Stavebná firma"
"SPOKOSTAV s.r.o. STAVBY PRE VAŠU SPOKOJNOSŤ","4.9","116","Podkopec 485","Novoť",,"SK","https://spokostav.eu/sk","+421 917 949 100","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=SPOKOSTAV%20s.r.o.%20STAVBY%20PRE%20VA%C5%A0U%20SPOKOJNOS%C5%A4&query_place_id=ChIJecx4zc41FEcRn4WcoRLyAI8","Stavebná firma"
"Drahomír Majerhofer","5","1","Livinské Opatovce 105, Livinské Opatovce","Livinské Opatovce",,"SK","http://www.izolacia-strechy.sk/","+421 905 109 802","Dodávateľ izolácie",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Drahom%C3%ADr%20Majerhofer&query_place_id=ChIJH5MH8w-2FEcREF5gMVh6T5Q","Dodávateľ izolácie"
"Ján Lušnák","5","1","Kotešová 269","Kotešová",,"SK","https://strechyjanko.sk/","+421 902 235 526","Konštrukcia striech",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=J%C3%A1n%20Lu%C5%A1n%C3%A1k&query_place_id=ChIJG15isOdhFEcRm9kZJf4IG4w","Konštrukcia striech"
"František Bajnovič ml. - strechárske a klampiarske práce",,,"Horný Pial 27, Horný Pial","Horný Pial",,"SK",,"+421 911 807 811","Dodávateľ",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Franti%C5%A1ek%20Bajnovi%C4%8D%20ml.%20-%20strech%C3%A1rske%20a%20klampiarske%20pr%C3%A1ce&query_place_id=ChIJ-y9681PgakcRJun_jgm-fYs","Dodávateľ"
"Klampiarstvo","4","13","Krásnohorská 15","Petržalka",,"SK","https://klampiarstvo.info/","+421 908 768 645","Konštrukcia striech","Dodávateľ","Dodávateľ izolácie","Stavebné služby","Dodávateľ plechov","Dodávateľ strešných okien","Montáž okien",,,,"https://www.google.com/maps/search/?api=1&query=Klampiarstvo&query_place_id=ChIJP8hziMmJbEcRKVuUKEZwqG8","Konštrukcia striech"
"Firma Lenčéš - Klampiarstvo - Predajňa","5","1","Vinohrady 5","Pri Bani, Nové Zámky",,"SK",,"+421 903 462 947","Kominárske služby",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Firma%20Len%C4%8D%C3%A9%C5%A1%20-%20Klampiarstvo%20-%20Predaj%C5%88a&query_place_id=ChIJweOmKhAEa0cRV4-bKqDaVLA","Kominárske služby"
"Ján Klimo - klampiarske a pokrývačské práce striech","4.8","4","Liptovský Mikuláš, 03101","Liptovský Mikuláš",,"SK",,"+421 915 746 313","Obchod",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=J%C3%A1n%20Klimo%20-%20klampiarske%20a%20pokr%C3%BDva%C4%8Dsk%C3%A9%20pr%C3%A1ce%20striech&query_place_id=ChIJX-Q8S0qZFUcR3MeRAi-aGgU","Obchod"
"KOM - TRADE SK spol. s r.o.","4.8","30","Novozámocká cesta 3865","Komárno-Malá Iža",,"SK","http://www.komtrade.sk/","+421 918 738 263","Obchod so strešnými potrebami","Firemná kancelária",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=KOM%20-%20TRADE%20SK%20spol.%20s%20r.o.&query_place_id=ChIJt5MCfFGta0cREa5idnSbz8c","Obchod so strešnými potrebami"
"Klampiarske centrum PALLO s. r. o.","4.9","11","Budovateľská 48","Prešov",,"SK","https://klampiarskecentrum.sk/","+421 948 996 211","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Klampiarske%20centrum%20PALLO%20s.%20r.%20o.&query_place_id=ChIJKfcZc27tPkcRVsYFyejTP78","Stavebná firma"
"Miroslav Gál MG práce","5","1",,,,,"http://www.mgprace.sk/","+421 944 949 913","Stavby rodinných domov","Service establishment",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Miroslav%20G%C3%A1l%20MG%20pr%C3%A1ce&query_place_id=ChIJg5DQuA1QZEUR5_7lk0LUmm4","Stavby rodinných domov"
"KLAMPPLAST BJ, s.r.o.","4.8","87","Bardejovská Zábava 3820","Bardejov",,"SK","http://www.klamp-plast.sk/","+421 911 925 657","Konštrukcia striech","Trh so stavebnými materiálmi","Stavebniny","Stavebná firma","Záhrada","Stavebné služby","Obchod s drevom","Obchod so strešnými potrebami","Pracovník s drevom",,"https://www.google.com/maps/search/?api=1&query=KLAMPPLAST%20BJ%2C%20s.r.o.&query_place_id=ChIJ5TibBtiGPkcRefPop_4z3Oo","Konštrukcia striech"
"P&P Klampiarstvo - Ján Pokorný","4.5","16","Okružná 31","Ivanka pri Dunaji",,"SK","http://www.klampiar.com/","+421 903 239 580","Konštrukcia striech","Dodávateľ plechov",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=P%26P%20Klampiarstvo%20-%20J%C3%A1n%20Pokorn%C3%BD&query_place_id=ChIJ_9H_88eJbEcRLpg9osVdU3E","Konštrukcia striech"
"BG-Graspointner","4.5","43","Kuchyňa 586","Kuchyňa",,"SK","http://www.bg-graspointner.com/","+421 34/797 96 22","Výrobca","Stavebniny",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=BG-Graspointner&query_place_id=ChIJtcUGvuS_bEcR5aOycCxCiIo","Výrobca"
"Ľuboš Zajiček","4.7","3","Novozámocká 132","Bánov",,"SK",,"+421 903 261 455",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=%C4%BDubo%C5%A1%20Zaji%C4%8Dek&query_place_id=ChIJU8O6k5AEa0cRQG2Te4apzYo",
"Prelivové žľaby",,,"L. Novomeského 2699/15","Pezinok",,"SK",,"+421 903 475 328","Stavebniny",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Prelivov%C3%A9%20%C5%BE%C4%BEaby&query_place_id=ChIJ239M6syQbEcRSVghKnz7WUQ","Stavebniny"
"L&L izolklamp s.r.o.",,,"Hlavná 232","Rybník",,"SK","https://finstat.sk/50765922","+421 907 508 342","Obchod s potrebami pre inštalatérov",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=L%26L%20izolklamp%20s.r.o.&query_place_id=ChIJK-ZFSgTZakcRHf2FOzaMr_A","Obchod s potrebami pre inštalatérov"
"Princz Strechy","5","11","Sávoľ 197","Šávoľ",,"SK",,"+421 915 419 294","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Princz%20Strechy&query_place_id=ChIJy-h_EbKL1IkR4dJ8AU__3Ys","Stavebná firma"
"STRECHY-POS","5","2","Svätopeterská 1514/75","Hlohovec",,"SK","http://www.strechy-pos.sk/","+421 944 096 671","Konštrukcia striech",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=STRECHY-POS&query_place_id=ChIJ3xxGP11aa0cRElh9VuoH01M","Konštrukcia striech"
"Roman Halaj - Strechy HALBEN","4.7","6","Žirany 470, Žirany","Žirany",,"SK","http://www.strechyhalben.sk/","+421 37/631 84 02","Konštrukcia striech",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Roman%20Halaj%20-%20Strechy%20HALBEN&query_place_id=ChIJU_OfGo45a0cRzOXbJraYLww","Konštrukcia striech"
"STRECHY DARFÁŠ s.r.o.",,,"Dolné Otrokovce 48, Dolné Otrokovce","Dolné Otrokovce",,"SK","https://strechydarfas.sk/","+421 917 669 074","Konštrukcia striech",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=STRECHY%20DARF%C3%81%C5%A0%20s.r.o.&query_place_id=ChIJR0_YvVZPa0cR8rOEmQmJcs8","Konštrukcia striech"
"STRECHY GIĽÁK s.r.o","5","1","Trieda 1. mája 8","Mier, Spišská Nová Ves",,"SK","http://www.strechygilak.sk/","+421 905 725 830","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=STRECHY%20GI%C4%BD%C3%81K%20s.r.o&query_place_id=ChIJbYGVjShJPkcROE6_waVwLE8","Stavebná firma"
"Rydzi - Stavebné Klampiarstvo","5","1","M. R. Štefánika 261","Hlohovec",,"SK",,"+421 33/742 57 75",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rydzi%20-%20Stavebn%C3%A9%20Klampiarstvo&query_place_id=ChIJx9gWJlRaa0cR4vMlSCnX1gs",
"Klampiarstvo, S.r.o.","2","1","Komárňanská 4078/3","Nové Zámky",,"SK",,"+421 903 219 438","Obchod",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Klampiarstvo%2C%20S.r.o.&query_place_id=ChIJdaYESq0Ga0cRSZKaCnk6g3I","Obchod"
"Klampiarstvo - Richard Gál","5","1","Nové Osady 20","Veľké Úľany",,"SK",,"+421 903 302 999","Stavebné služby",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Klampiarstvo%20-%20Richard%20G%C3%A1l&query_place_id=ChIJlyLh7JV7a0cRXvpfSr87m64","Stavebné služby"
"Klampiarstvo - plechové strechy","5","6",,"Trnava",,"SK",,"+421 915 166 880","Stavebná firma",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Klampiarstvo%20-%20plechov%C3%A9%20strechy&query_place_id=ChIJwTo-_pKhbEcRJcz32RMPru0","Stavebná firma"
"MK Klampiarstvo","5","3","Hlavná 39/85","Vysoká pri Morave",,"SK","http://strechy-krytiny.sk/","+421 908 700 185","Stavebné služby",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=MK%20Klampiarstvo&query_place_id=ChIJHzlvdEbvbEcRjcLA3TEodEE","Stavebné služby"
